Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1579388400.0 250200.17 NA 445 760 0 NA NA 731 950 0 NA NA 16782 3555 1732 NA NA 9639 2696 2012 NA
1579388400.0 250202.0 NA 270 657 0 NA NA 586 808 0 NA NA 10865 3245 595 NA NA 6813 2903 663 NA
1579388400.0 250202.17 NA 453 796 0 NA NA 844 967 0 NA NA 18477 4020 1751 NA NA 9973 2870 1944 NA
1579388400.0 250203.0 NA 261 656 0 NA NA 573 799 0 NA NA 10609 3021 610 NA NA 6845 2552 795 NA
1579388400.0 250203.17 NA 446 782 0 NA NA 768 966 0 NA NA 17819 3721 1734 NA NA 9775 2741 1938 NA
1579388400.0 250204.0 NA 265 647 0 NA NA 580 802 0 NA NA 10781 2913 591 NA NA 6862 2502 651 NA
1579388400.0 250204.17 NA 450 766 0 NA NA 837 935 0 NA NA 16235 3541 1746 NA NA 9700 2900 2079 NA
1579388400.0 250205.0 NA 262 653 0 NA NA 549 807 0 NA NA 9623 3244 588 NA NA 6730 2712 645 NA
1579388400.0 250205.17 NA 429 774 0 NA NA 744 940 0 NA NA 17006 3433 1736 NA NA 9676 2832 1976 NA
1579388400.0 250206.0 NA 258 642 0 NA NA 686 781 0 NA NA 10811 3139 581 NA NA 6759 2679 630 NA
1579388400.0 250206.17 NA 432 775 0 NA NA 751 918 0 NA NA 17563 3699 1744 NA NA 9815 2933 2047 NA
1579388400.0 250207.0 NA 252 637 0 NA NA 527 760 0 NA NA 11818 2631 576 NA NA 6572 2463 628 NA
1579388400.0 250207.17 NA 409 758 0 NA NA 818 942 0 NA NA 14720 3332 1731 NA NA 8486 2562 2042 NA
